ID,TYPE,MATERIAL,OWNER,POINT,Neighbourhood Boundaries : 2019,Roadway Maintenance Area Polygon,"Edmonton Public School Board (EPSB) Ward Boundaries (effective at 12:00 AM on Oct 16, 2017)","Edmonton Catholic School District Ward Boundaries (effective at 12:00 AM on Oct 16, 2017)","City of Edmonton - Ward Boundaries (effective at 12:00 AM on Oct 16, 2017)"
351696,Skateboard Fixture,Metal,Parks,POINT (-113.47286129791297 53.54133180233905),352,153,4,5,9
494995,Home plate,Plastic,Parks,POINT (-113.38221811860937 53.55706987596984),195,176,4,3,10
31688,Basketball Net,Unknown,School Board,POINT (-113.47833395110885 53.60504156333026),2,161,1,2,10
518040,Home plate,Plastic,Parks,POINT (-113.62459994722379 53.50690574959454),60,97,5,4,8
31762,Frisbee Golf,Metal,Parks,POINT (-113.39251804573185 53.554529155542),195,176,4,3,10
509720,Basketball Net,Metal,School Board,POINT (-113.40347460576365 53.44617243414054),250,7,9,7,4
465879,Home plate,Plastic,Parks,POINT (-113.51258885657167 53.556489873085134),179,220,3,5,9
,Frisbee Golf,Metal,Unknown,POINT (-113.40156569980861 53.427972565846076),213,6,9,7,4
484433,Funnel ball,Plastic,School Board,POINT (-113.41196269540345 53.58706045097811),233,29,2,3,7
357468,Home plate,Plastic,Parks,POINT (-113.35902536846686 53.46930074746213),161,40,7,7,4
452105,Basketball Net,Metal,Community League,POINT (-113.4573709447614 53.47684597042177),225,240,7,7,3
559040,Basketball Net,Unknown,Parks,POINT (-113.59783272350562 53.554597019695244),57,87,3,1,1
470996,Home plate,Plastic,Parks,POINT (-113.50033454486484 53.44387565244961),282,109,8,6,2
357524,Home plate,Plastic,Parks,POINT (-113.43571935013459 53.53996858845364),184,125,4,5,11
818779,Street Net,Metal,Parks,POINT (-113.53035038126042 53.429792724812124),180,101,8,6,12
528908,Basketball Net,Plastic,Parks,POINT (-113.68847351362497 53.53530436519218),177,158,3,4,1
498121,Home plate,Plastic,Parks,POINT (-113.4248710576757 53.57652491650052),236,174,4,3,10
31875,Tetherball Pole,Metal,School Board,POINT (-113.55564275386563 53.54425028938882),139,145,3,5,9
412047,Basketball Net,Metal,Parks,POINT (-113.5759978091151 53.49142329937318),259,178,6,6,12
31933,Basketball Net,Metal,Parks,POINT (-113.52544554356268 53.61617534974232),190,122,1,1,6
498167,Skateboard Fixture,Metal,Parks,POINT (-113.50020180194338 53.49569549506414),50,19,6,5,2
31956,Funnel ball,Plastic,Parks,POINT (-113.50084365971483 53.449810702049),163,109,8,6,2
470383,Home plate,Plastic,Parks,POINT (-113.55901060947862 53.56330245008213),19,209,3,1,5
31613,Tetherball Pole,Metal,Community League,POINT (-113.56830863084745 53.49132593857236),240,180,6,6,12
760432,Mileage Marker,Metal,Citizen Services,POINT (-113.45713641700608 53.55374889795311),289,1,4,5,11
31790,Basketball Net,Metal,Parks,POINT (-113.38956382272707 53.57309064418651),243,177,4,3,10
412057,Net Post,Metal,Community League,POINT (-113.5755426544992 53.49095406106898),259,178,6,6,12
485149,Net Post,Metal,Parks,POINT (-113.51421691834436 53.51977172464283),286,9,6,5,11
31935,Tetherball Pole,Metal,School Board,POINT (-113.52831353877583 53.621642915964195),190,122,1,1,6
531342,Home plate,Plastic,Parks,POINT (-113.55854237157544 53.55561389908726),14,195,3,5,9
528749,Home plate,Plastic,Parks,POINT (-113.64192819763379 53.533137044326025),132,159,3,4,1
31634,Basketball Net,Metal,Parks,POINT (-113.44286842639902 53.46109541342751),53,56,9,7,3
478309,Home plate,Plastic,Parks,POINT (-113.45773611625287 53.54266709669551),289,1,4,5,11
540108,Net Post,Metal,Parks,POINT (-113.6048427791551 53.528513740296006),92,93,5,4,1
428610,Home plate,Plastic,Parks,POINT (-113.56269038354021 53.57509012159656),49,215,3,1,5
746689,Other,Metal,Citizen Services,POINT (-113.50010449790115 53.51086786999688),13,10,6,5,11
437486,Net Post,Plastic,Parks,POINT (-113.44341028756624 53.45606199457167),55,238,9,7,3
530647,Skateboard Fixture,Metal,Parks,POINT (-113.3683249428753 53.502105469031534),295,39,7,5,3
523327,Basketball Net,Metal,Parks,POINT (-113.45546395996975 53.53990358388059),293,1,4,5,11
524761,Basketball Net,Metal,Parks,POINT (-113.41411020492372 53.549836187015856),239,30,4,5,11
469451,Home plate,Plastic,Parks,POINT (-113.53011075430548 53.610201853469114),170,225,1,1,5
760423,Mileage Marker,Metal,Citizen Services,POINT (-113.46117218488054 53.552566229432564),289,1,4,5,11
31936,Funnel ball,Plastic,School Board,POINT (-113.5270846172156 53.621753947939744),190,122,1,1,6
815420,Outdoor Exercise Equipment,Metal,Parks,POINT (-113.6367586218794 53.50571589280617),135,97,5,4,8
607678,Basketball Net,Metal,Parks,POINT (-113.52768118918381 53.44357374116677),309,108,8,6,2
484941,Home plate,Plastic,Parks,POINT (-113.40926785070468 53.59518766460366),204,199,2,3,7
535238,Home plate,Plastic,Parks,POINT (-113.69010197548299 53.535682955857666),340,143,3,4,1
518036,Pitching Board,Plastic,Parks,POINT (-113.62356171269747 53.50651708343726),60,97,5,4,8
422211,Home plate,Plastic,Parks,POINT (-113.54579073462271 53.58893203038759),62,105,1,1,5
815425,Outdoor Exercise Equipment,Metal,Parks,POINT (-113.49729479179167 53.418215620278346),370,100,8,6,2
551124,Basketball Net,Unknown,School Board,POINT (-113.54218322611513 53.55492199262701),164,198,3,5,9
429499,Basketball Net,Metal,Parks,POINT (-113.44146955794311 53.44868108631686),117,34,9,7,3
31730,Basketball Net,Metal,Parks,POINT (-113.45748923632691 53.60742339954134),167,166,2,3,6
340972,Home plate,Plastic,Parks,POINT (-113.51112292746456 53.44914677246906),163,109,8,6,2
31969,Funnel ball,Plastic,Parks,POINT (-113.50538995102647 53.47803177639976),142,20,6,6,2
597490,Home plate,Plastic,School Board,POINT (-113.57649831481443 53.47336451843159),194,160,6,6,12
514187,Home plate,Plastic,Parks,POINT (-113.63395825950339 53.52114196678039),34,94,3,4,1
481792,Chess Table,Metal,Parks,POINT (-113.5082975293412 53.486083691305154),26,19,6,5,2
,Skateboard Fixture,Other,Parks,POINT (-113.40392188006733 53.47809619708255),125,58,7,7,3
,Basketball Net,Metal,Unknown,POINT (-113.45035801732855 53.61033751685953),167,166,2,3,6
524762,Home plate,Plastic,Parks,POINT (-113.40743061845437 53.55006187000633),239,30,4,5,11
516403,Chess Table,Metal,Parks,POINT (-113.41276204278901 53.56812041371588),252,175,4,3,10
525991,Basketball Net,Metal,Parks,POINT (-113.45053808335645 53.53068797502605),152,91,7,5,11
745944,Net Post,Metal,Community League,POINT (-113.58814239559854 53.50866878325186),68,16,5,4,8
533854,Net Post,Metal,Parks,POINT (-113.49915913149717 53.507099437422546),13,10,6,5,11
422827,Basketball Net,Metal,Parks,POINT (-113.52369812464292 53.60510212100363),249,225,1,1,5
528389,Net Post,Metal,Parks,POINT (-113.48732750429183 53.58991389065321),38,152,1,2,10
526501,Net Post,Metal,Parks,POINT (-113.45253677708648 53.523320591232405),22,80,7,5,11
340468,Basketball Net,Metal,Parks,POINT (-113.53992948136025 53.566175516732415),104,48,3,1,5
31569,Basketball Net,Metal,Community League,POINT (-113.6214833901345 53.516559080792014),10,96,3,4,8
440781,Basketball Net,Metal,Parks,POINT (-113.44936878237043 53.442927338911225),73,34,9,7,3
815405,Outdoor Exercise Equipment,Metal,School Board,POINT (-113.43068640680308 53.51977996612912),266,75,7,5,11
530655,Basketball Net,Plastic,Parks,POINT (-113.367486500094 53.502291740164054),295,39,7,5,3
414417,Home plate,Plastic,Parks,POINT (-113.47911063995754 53.45969228997311),115,237,9,7,3
31609,Basketball Net,Wood,School Board,POINT (-113.57451082363545 53.49485037211729),259,178,6,6,12
463821,Basketball Net,Metal,School Board,POINT (-113.3848627756445 53.4809030542626),76,135,7,7,4
522090,Net Post,Metal,Parks,POINT (-113.47052353627777 53.53682264708526),398,126,4,5,11
31724,Basketball Net,Metal,Parks,POINT (-113.47056313779449 53.61943782299386),106,163,1,2,6
514379,Skateboard Fixture,Metal,Parks,POINT (-113.54207818865439 53.47490985386968),255,170,6,6,2
484156,Skateboard Fixture,Metal,Parks,POINT (-113.5196224229545 53.511293550005526),59,18,6,5,11
432756,Home plate,Plastic,Parks,POINT (-113.44396850396252 53.46060468597663),53,56,9,7,3
363189,Basketball Net,Metal,Community League,POINT (-113.42692420604095 53.47455176731094),46,57,7,7,3
462619,Net Post,Metal,Parks,POINT (-113.55941039346708 53.56125794533539),19,209,3,1,5
31541,Basketball Net,Wood,Parks,POINT (-113.5975384272443 53.468387711893286),138,79,6,6,12
448849,Net Post,Metal,Parks,POINT (-113.50909187710161 53.52889521722103),288,3,6,5,11
724421,Home plate,Plastic,Parks,POINT (-113.34079609077938 53.657481277414426),369,234,2,3,7
31959,Tetherball Pole,Metal,School Board,POINT (-113.45904226245472 53.46231953609374),54,56,9,7,3
31786,Frisbee Golf,Metal,Parks,POINT (-113.38782654304507 53.55759006801173),195,176,4,3,10
498015,Net Post,Metal,Community League,POINT (-113.53139095353886 53.48496494289613),148,197,6,5,2
336839,Other,Metal,Parks,POINT (-113.49817318861123 53.616400579883624),192,236,1,2,6
533847,Net Post,Metal,Citizen Services,POINT (-113.49809637371567 53.51137661580374),13,10,6,5,11
,Skateboard Fixture,Metal,Unknown,POINT (-113.54525429864552 53.589584734210874),62,105,1,1,5
414405,Home plate,Plastic,Parks,POINT (-113.4780700527526 53.46200000396937),115,237,9,7,3
439735,Home plate,Plastic,Parks,POINT (-113.58587748658006 53.55706220888123),6,188,3,1,1
,Skateboard Fixture,Wood,Unknown,POINT (-113.41341403076585 53.549013390879985),239,30,4,5,11
530889,Home plate,Plastic,Parks,POINT (-113.59644384315988 53.52652848657289),27,99,5,4,1
551591,Basketball Net,Metal,Parks,POINT (-113.63828762690598 53.497873971000104),69,25,5,4,8
434349,Home plate,Plastic,Parks,POINT (-113.56879879894409 53.554617699760634),7,195,3,1,9
526000,Home plate,Plastic,Parks,POINT (-113.4500980478926 53.53240443513955),152,91,7,5,11
471269,Basketball Net,Metal,Parks,POINT (-113.53042437113477 53.4297466273025),180,101,8,6,12
550877,Basketball Net,Metal,School Board,POINT (-113.53989160093843 53.475257232974904),255,170,6,6,2
412668,Basketball Net,Metal,Community League,POINT (-113.40501151203465 53.441247659121636),186,7,9,7,4
481951,Skateboard Fixture,Metal,Parks,POINT (-113.5965833242669 53.45402082355786),261,79,8,6,12
507797,Basketball Net,Plastic,School Board,POINT (-113.53406411041253 53.47768924411803),110,13,6,6,2
485141,Net Post,Metal,Parks,POINT (-113.5138349951151 53.519383152562256),286,9,6,5,11
507854,Funnel ball,Plastic,School Board,POINT (-113.54227468161183 53.56327865553146),104,48,3,1,5
340034,Basketball Net,Metal,Community League,POINT (-113.4791149127468 53.50302197136256),272,67,7,5,3
437496,Basketball Net,Plastic,Parks,POINT (-113.4435707673501 53.455795510577346),55,238,9,7,3
715608,Net Post,Metal,Community League,POINT (-113.42727534005014 53.57540394398168),236,174,4,3,10
485137,Net Post,Metal,Parks,POINT (-113.51429887047816 53.51938132211253),286,9,6,5,11
535309,Skateboard Fixture,Metal,Parks,POINT (-113.38425007061589 53.457881324516535),230,134,7,7,4
524051,Home plate,Plastic,Parks,POINT (-113.47396630244752 53.594582627191095),12,157,1,2,10
512140,Other,Metal,Citizen Services,POINT (-113.46357495844855 53.55319178251014),289,1,4,5,11
,Other,Wood,Unknown,POINT (-113.55792113835658 53.41341067601894),210,82,8,6,12
431631,Net Post,Metal,Parks,POINT (-113.49714498015618 53.5546320285057),181,220,3,5,9
532787,Basketball Net,Metal,Parks,POINT (-113.6033321479204 53.511473266849144),208,16,5,4,8
344935,Funnel ball,Plastic,School Board,POINT (-113.51918505746619 53.503593961603386),17,18,6,5,2
523324,Basketball Net,Metal,School Board,POINT (-113.45300930609766 53.544477996577655),293,1,4,5,11
353928,Home plate,Plastic,Parks,POINT (-113.4278339565024 53.44185000068986),251,14,9,7,3
476268,Pitching Board,Plastic,Parks,POINT (-113.39069772703625 53.612714965537066),336,184,2,3,7
351707,Skateboard Fixture,Metal,Parks,POINT (-113.47263983766413 53.541302725787816),352,153,4,5,9
31843,Net Post,Metal,Parks,POINT (-113.52664772235455 53.473601647772185),47,172,6,6,2
31920,Funnel ball,Plastic,School Board,POINT (-113.55047188061255 53.597326073324986),86,50,1,1,5
484160,Skateboard Fixture,Metal,Parks,POINT (-113.51930881439525 53.511452805505186),59,18,6,5,11
414411,Other,Plastic,Parks,POINT (-113.47815164899743 53.46077760979164),115,237,9,7,3
422335,Basketball Net,Metal,Parks,POINT (-113.51387612155442 53.41947555113191),126,100,8,6,2
551233,Basketball Net,Unknown,School Board,POINT (-113.39285985781171 53.563727546483165),232,176,4,3,10
540118,Goal Post with Uprights,Metal,Citizen Services,POINT (-113.60611059916873 53.52690391451378),92,93,5,4,1
466183,Net Post,Metal,Community League,POINT (-113.50236414614137 53.50154928777305),16,10,6,5,2
31773,Basketball Net,Metal,Parks,POINT (-113.4022477747786 53.56951195359742),252,175,4,3,10
31543,Basketball Net,Plastic,Parks,POINT (-113.64616032391362 53.48015801260496),397,44,5,4,8
606177,Basketball Net,Metal,Parks,POINT (-113.60326849162917 53.545605329461026),30,87,3,1,1
336636,Basketball Net,Metal,Parks,POINT (-113.44944914206063 53.5852876817116),242,156,2,3,10
422052,Basketball Net,Metal,Parks,POINT (-113.48369080993547 53.57135239083293),42,155,4,3,10
32007,Funnel ball,Plastic,Parks,POINT (-113.44935808681866 53.56051570834237),130,153,4,3,10
524545,Basketball Net,Metal,Parks,POINT (-113.60707246063392 53.53384881444665),31,93,5,1,1
414423,Other,Metal,Parks,POINT (-113.48037199635306 53.460568972369465),115,237,9,7,3
31641,Basketball Net,Metal,Parks,POINT (-113.42603979387253 53.468056628701696),21,57,7,7,3
31686,Tetherball Pole,Metal,Parks,POINT (-113.47577232154963 53.59557078700827),12,157,1,2,10
759252,Mileage Marker,Plastic,Citizen Services,POINT (-113.38531610192119 53.5685370954201),195,176,4,3,10
524052,Home plate,Metal,Parks,POINT (-113.4751401903923 53.59378435043229),12,157,1,2,10
494979,Net Post,Metal,Parks,POINT (-113.38287905052171 53.559901971687566),195,176,4,3,10
422051,Basketball Net,Metal,Parks,POINT (-113.48354484272856 53.571467731061865),42,155,4,3,10
551008,Basketball Net,Metal,School Board,POINT (-113.5461211244472 53.499421253696454),277,185,6,5,2
470636,Home plate,Plastic,Parks,POINT (-113.52136314461117 53.45957925914604),140,171,6,6,2
518008,Basketball Net,Metal,School Board,POINT (-113.62212292469502 53.50871421993348),60,97,5,4,8
471273,Basketball Net,Metal,Parks,POINT (-113.5303191853353 53.42993647969339),180,101,8,6,12
342862,Basketball Net,Metal,Parks,POINT (-113.45854423380713 53.6219975947911),169,167,2,2,6
537047,Basketball Net,Metal,Parks,POINT (-113.46173424454673 53.53057792651841),342,126,4,5,11
414827,Home plate,Plastic,Parks,POINT (-113.58006662384233 53.48212436163128),72,178,6,6,12
31797,Tetherball Pole,Metal,School Board,POINT (-113.43402740994378 53.60162528808138),24,181,2,3,7
339141,Home plate,Plastic,Parks,POINT (-113.60768474058362 53.53358052175856),31,93,5,1,1
469455,Tetherball Pole,Metal,Parks,POINT (-113.52760984654192 53.612272585966096),170,225,1,1,5
532951,Pitching Board,Wood,Parks,POINT (-113.51185013394145 53.56169276390184),3,220,3,1,5
758535,Mileage Marker,Other,Citizen Services,POINT (-113.53346964312631 53.536326441728285),344,144,4,5,9
481517,Net Post,Metal,Community League,POINT (-113.5250848920216 53.49363627978727),51,197,6,5,2
439326,Skateboard Fixture,Metal,Parks,POINT (-113.41245957092063 53.44746119121866),250,7,9,7,4
420517,Basketball Net,Metal,Parks,POINT (-113.58225218074494 53.46042329525747),284,69,8,6,12
32018,Basketball Net,Metal,Parks,POINT (-113.5028717128424 53.588774504287315),36,223,1,2,5
432213,Home plate,Plastic,Parks,POINT (-113.59575118209955 53.469068440101786),138,79,6,6,12
32035,Basketball Net,Metal,Parks,POINT (-113.50454914258084 53.63218573807342),248,140,1,2,6
524042,Home plate,Plastic,Parks,POINT (-113.4711467137354 53.59422491051089),12,157,1,2,10
564767,Basketball Net,Metal,Parks,POINT (-113.37036470166242 53.45878546240041),230,134,7,7,4
527119,Skateboard Fixture,Metal,Parks,POINT (-113.5024994759721 53.448680763434304),163,109,8,6,2
413291,Basketball Net,Metal,School Board,POINT (-113.46660264593162 53.56843264071913),147,150,4,3,10
412779,Home plate,Plastic,Parks,POINT (-113.42540407848253 53.47041632877893),21,57,7,7,3
527713,Basketball Net,Metal,Parks,POINT (-113.4371668180834 53.52278254641845),266,75,7,5,11
817863,Home plate,Plastic,Parks,POINT (-113.52354122629868 53.460314476211835),140,171,6,6,2
478543,Home plate,Plastic,Parks,POINT (-113.38749606988723 53.58248370665767),244,29,2,3,7
452106,Home plate,Plastic,Parks,POINT (-113.45091263201375 53.47499979348312),225,240,7,7,3
470627,Net Post,Metal,Community League,POINT (-113.5253137335418 53.45769689905967),140,171,6,6,2
459928,Outdoor Exercise Equipment,Metal,Parks,POINT (-113.68379380466645 53.521470814201365),222,158,3,4,1
518052,Home plate,Plastic,Parks,POINT (-113.62497067127462 53.50717643713727),60,97,5,4,8
431626,Net Post,Metal,Parks,POINT (-113.49736712454897 53.554958260576036),181,220,3,5,9
31661,Basketball Net,Metal,Parks,POINT (-113.51827590432785 53.5439970580056),182,222,4,5,9
532419,Home plate,Plastic,Parks,POINT (-113.42605802116235 53.53188333496554),23,123,7,5,11
414429,Home plate,Plastic,Parks,POINT (-113.47989041718874 53.46118808009731),115,237,9,7,3
31964,Funnel ball,Plastic,School Board,POINT (-113.50612598538054 53.47353605444316),143,20,6,6,2
518643,Basketball Net,Metal,School Board,POINT (-113.42424221163616 53.55163808473475),41,31,4,5,11
551161,Basketball Net,Metal,Parks,POINT (-113.50629953256993 53.55537405014386),181,220,3,5,9
344885,Home plate,Plastic,Parks,POINT (-113.47960915703638 53.60340370330215),2,161,1,2,10
462616,Net Post,Metal,Parks,POINT (-113.55898959349409 53.561259237835536),19,209,3,1,5
518048,Home plate,Plastic,Parks,POINT (-113.62573902372792 53.50765433573071),60,97,5,4,8
475144,Home plate,Plastic,Parks,POINT (-113.54480399808163 53.499018706689995),277,185,6,5,2
518640,Home plate,Plastic,Parks,POINT (-113.42441229099389 53.55560730710733),41,31,4,5,11
353866,Home plate,Plastic,Parks,POINT (-113.51760766908782 53.4813251585056),110,13,6,6,2
475431,Home plate,Plastic,Parks,POINT (-113.52652901711963 53.58933947502289),70,104,1,1,5
606804,Home plate,Plastic,Parks,POINT (-113.50956839177788 53.48702112716747),26,19,6,5,2
340561,Basketball Net,Metal,Community League,POINT (-113.58459944780405 53.52119545215068),39,83,5,4,1
535064,Home plate,Plastic,Parks,POINT (-113.45723237392784 53.44603542914234),118,34,9,7,3
340463,Basketball Net,Metal,Parks,POINT (-113.54688397586723 53.55919662616256),104,48,3,1,5
31973,Tetherball Pole,Metal,School Board,POINT (-113.50143164232014 53.48411476282642),26,19,6,5,2
340471,Basketball Net,Metal,Parks,POINT (-113.54658507580372 53.55927104395762),104,48,3,1,5
471355,Home plate,Plastic,Parks,POINT (-113.48105994105777 53.635719135700164),299,190,1,2,6
412699,Home plate,Plastic,Parks,POINT (-113.40162127803886 53.448488372955545),265,7,9,7,4
412669,Basketball Net,Metal,Community League,POINT (-113.40469124075389 53.441180375313685),186,7,9,7,4
